timestamp,user_id,username,action,resource,resource_sensitivity,status,source_ip,time_classification,hour_of_day,day_of_month,is_weekend,is_after_hours,rowcount,is_bulk,destination,is_external_dest,user_dept,resource_dept,is_cross_dept,department,sensitivity_encoded,is_restricted_to_external,access_method,is_anomaly,anomaly_type,severity,explanation,rowcount_zscore,action_encoded,bulk_and_external,sensitive_external,afterhours_sensitive,weekend_sensitive_ext,crossdept_offhours_sens,if_score,risk_score,predicted_anomaly
2025-04-30 10:13:00,USR00179,xiulan.sharma,export_data,Admin_Console,medium,success,192.168.250.222,unusual_hours,10,30,0,0,294,0,local_workstation,0,Sales,IT,1,Sales,1,0,standard,0,NORMAL,LOW,Normal event pattern.,1.0,2,0,0,0,0,0,2.6,2.6,0
2025-05-01 10:31:00,USR00121,joseph.perez,sql_query,HRIS,high,success,192.168.247.189,business_hours,10,1,0,0,200,0,local_workstation,0,Security,HR,1,Security,2,0,standard,0,NORMAL,LOW,Normal event pattern.,-0.7173527323079628,5,0,0,0,0,0,5.6,5.6,0
2025-05-03 00:48:00,USR00150,daniel.wagner,login,HRIS,high,success,192.168.65.82,business_hours,0,3,1,1,386,0,local_workstation,0,Security,HR,1,Security,2,0,standard,0,NORMAL,CRITICAL,Normal event pattern.,0.7072602831488871,4,0,0,1,0,1,62.4,100.0,1
2025-05-05 16:15:00,USR00036,nicholas.harris,api_call,File_Share,low,success,192.168.57.48,unusual_hours,16,5,0,0,192,0,local_workstation,0,Marketing,IT,1,Marketing,0,0,standard,0,NORMAL,LOW,Normal event pattern.,-0.5061610389329675,1,0,0,0,0,0,17.7,17.7,0
2025-05-07 00:26:00,USR00061,sophia.hernandez,api_call,SIEM,medium,success,192.168.253.9,unusual_hours,0,7,0,1,444,0,local_workstation,0,Support,Security,1,Support,1,0,standard,0,NORMAL,MEDIUM,Normal event pattern.,1.7739567745014075,1,0,0,0,0,0,42.3,47.3,0
2025-05-07 06:00:00,USR00010,jacob.patel,login,HRIS,high,success,192.168.42.176,business_hours,6,7,0,1,277,0,local_workstation,0,Marketing,HR,1,Marketing,2,0,standard,0,NORMAL,CRITICAL,Normal event pattern.,0.26611152124270077,4,0,0,1,0,1,55.2,95.2,1
2025-05-08 16:48:00,USR00085,varun.rao,sql_query,File_Share,low,success,192.168.201.181,business_hours,16,8,0,0,161,0,local_workstation,0,Marketing,IT,1,Marketing,0,0,standard,0,NORMAL,LOW,Normal event pattern.,-1.4142043168609977,5,0,0,0,0,0,26.6,26.6,0
2025-05-08 19:40:00,USR00002,kenneth.moore,api_call,BI_Tool,low,success,192.168.105.69,business_hours,19,8,0,0,460,0,local_workstation,0,Sales,IT,1,Sales,0,0,standard,0,NORMAL,LOW,Normal event pattern.,0.8074882647397708,1,0,0,0,0,0,28.2,28.2,0
2025-05-09 01:36:00,USR00087,aditya.taylor,api_call,HRIS,high,success,192.168.53.68,business_hours,1,9,0,1,314,0,local_workstation,0,Marketing,HR,1,Marketing,2,0,standard,1,CROSS_DEPT_HIGH_OFFHOURS,CRITICAL,"Event anomaly: CROSS_DEPT_HIGH_OFFHOURS. Action=api_call, Dest=local_workstation, Rows=314, Hour=1",0.21656618006435333,1,0,0,1,0,1,53.9,93.9,1
2025-05-10 08:37:00,USR00151,priya.white,admin_operation,HRIS,high,success,192.168.142.233,business_hours,8,10,1,0,22,0,local_workstation,0,IT,HR,1,IT,2,0,standard,1,CROSS_DEPT_HIGH_OFFHOURS,MEDIUM,"Event anomaly: CROSS_DEPT_HIGH_OFFHOURS. Action=admin_operation, Dest=local_workstation, Rows=22, Hour=8",-0.9675950080483107,0,0,0,0,0,1,35.4,55.4,1
2025-05-10 08:50:00,USR00004,diya.anderson,file_access,PROD_DB,high,success,192.168.92.48,business_hours,8,10,1,0,253,0,local_workstation,0,Marketing,Engineering,1,Marketing,2,0,standard,1,CROSS_DEPT_HIGH_OFFHOURS,MEDIUM,"Event anomaly: CROSS_DEPT_HIGH_OFFHOURS. Action=file_access, Dest=local_workstation, Rows=253, Hour=8",0.34324190937288446,3,0,0,0,0,1,26.5,46.5,1
2025-05-12 07:58:00,USR00032,pooja.martin,file_access,HRIS,high,success,192.168.27.56,business_hours,7,12,0,0,236,0,local_workstation,0,Support,HR,1,Support,2,0,standard,0,NORMAL,LOW,Normal event pattern.,-0.8668755838002749,3,0,0,0,0,0,8.3,8.3,0
2025-05-14 13:52:00,USR00211,rajesh.gupta,login,GL_System,high,success,192.168.159.102,business_hours,13,14,0,0,345,0,local_workstation,0,Security,Finance,1,Security,2,0,standard,0,NORMAL,LOW,Normal event pattern.,0.9172660314873347,4,0,0,0,0,0,7.9,7.9,0
2025-05-15 01:23:00,USR00270,robert.ramirez,login,PROD_DB,high,success,192.168.99.209,business_hours,1,15,0,1,49,0,local_workstation,0,Marketing,Engineering,1,Marketing,2,0,standard,0,NORMAL,CRITICAL,Normal event pattern.,-0.9523908023436133,4,0,0,1,0,1,58.5,98.5,1
2025-05-15 13:58:00,USR00222,jason.rizzo,login,SIEM,medium,success,192.168.27.75,business_hours,13,15,0,0,475,0,local_workstation,0,IT,Security,1,IT,1,0,standard,0,NORMAL,LOW,Normal event pattern.,0.8952397826245656,4,0,0,0,0,0,8.1,8.1,0
2025-05-18 04:24:00,USR00122,nisha.li,admin_operation,Email_Archive,medium,success,192.168.61.14,business_hours,4,18,1,1,59,0,local_workstation,0,Marketing,IT,1,Marketing,1,0,standard,0,NORMAL,MEDIUM,Normal event pattern.,-0.5532095772351777,0,0,0,0,0,0,43.3,48.3,0
2025-05-19 19:28:00,USR00124,david.russo,admin_operation,Admin_Console,medium,success,192.168.72.36,business_hours,19,19,0,0,170,0,local_workstation,0,IT,IT,0,IT,1,0,standard,0,NORMAL,MEDIUM,Normal event pattern.,-0.7161142257132229,0,0,0,0,0,0,43.7,43.7,0
2025-05-19 20:19:00,USR00270,robert.ramirez,sql_query,Email_Archive,medium,success,192.168.27.179,business_hours,20,19,0,0,476,0,local_workstation,0,Marketing,IT,1,Marketing,1,0,standard,0,NORMAL,LOW,Normal event pattern.,-0.3759615002873087,5,0,0,0,0,0,21.0,21.0,0
2025-05-19 23:19:00,USR00111,james.sharma,api_call,SIEM,medium,success,192.168.13.20,business_hours,23,19,0,1,188,0,local_workstation,0,Security,Security,0,Security,1,0,standard,0,NORMAL,HIGH,Normal event pattern.,1.0,1,0,0,0,0,0,56.5,61.5,0
2025-05-20 09:52:00,USR00049,thomas.kang,sql_query,SIEM,medium,success,192.168.191.158,unusual_hours,9,20,0,0,464,0,local_workstation,0,Engineering,Security,1,Engineering,1,0,standard,0,NORMAL,LOW,Normal event pattern.,-0.7244688824570769,5,0,0,0,0,0,7.5,7.5,0
2025-05-21 14:25:00,USR00252,nadia.singh,sql_query,GL_System,high,failure,192.168.32.148,business_hours,14,21,0,0,11000,1,local_workstation,0,Finance,Finance,0,Finance,2,0,standard,1,BULK_HIGH_SENSITIVITY,CRITICAL,"Event anomaly: BULK_HIGH_SENSITIVITY. Action=sql_query, Dest=local_workstation, Rows=11000, Hour=14",1.7311584067680696,5,0,0,0,0,0,72.6,100.0,1
2025-05-22 10:46:00,USR00200,joseph.guo,sql_query,GL_System,high,success,192.168.83.22,business_hours,10,22,0,0,5000,0,local_workstation,0,Compliance,Finance,1,Compliance,2,0,standard,0,NORMAL,LOW,Normal event pattern.,2.2322473437554895,5,0,0,0,0,0,30.8,30.8,0
2025-05-24 18:49:00,USR00183,kenneth.johnson,login,Admin_Console,medium,success,192.168.188.0,night,18,24,1,0,271,0,local_workstation,0,Engineering,IT,1,Engineering,1,0,standard,0,NORMAL,LOW,Normal event pattern.,-1.1169077803387863,4,0,0,0,0,0,24.4,24.4,0
2025-05-26 17:27:00,USR00197,kevin.white,export_data,File_Share,low,success,192.168.49.117,unusual_hours,17,26,0,0,190,0,local_workstation,0,HR,IT,1,HR,0,0,standard,0,NORMAL,LOW,Normal event pattern.,-0.5169036715673604,2,0,0,0,0,0,16.7,16.7,0
2025-05-27 07:15:00,USR00242,deepika.garcia,admin_operation,Email_Archive,medium,success,192.168.161.217,business_hours,7,27,0,0,446,0,local_workstation,0,Security,IT,1,Security,1,0,standard,0,NORMAL,LOW,Normal event pattern.,0.3016999120660379,0,0,0,0,0,0,13.4,13.4,0
2025-05-27 10:34:00,USR00188,meera.schmidt,admin_operation,File_Share,low,success,192.168.249.147,business_hours,10,27,0,0,175,0,local_workstation,0,Marketing,IT,1,Marketing,0,0,standard,0,NORMAL,LOW,Normal event pattern.,-0.793996702258244,0,0,0,0,0,0,14.1,14.1,0
2025-05-28 01:58:00,USR00213,riya.colombo,api_call,BI_Tool,low,success,192.168.71.139,business_hours,1,28,0,1,446,0,local_workstation,0,Sales,IT,1,Sales,0,0,standard,0,NORMAL,MEDIUM,Normal event pattern.,-0.706574142169016,1,0,0,0,0,0,41.8,41.8,0
2025-05-30 20:55:00,USR00200,joseph.guo,login,Email_Archive,medium,success,192.168.37.32,business_hours,20,30,0,0,51,0,local_workstation,0,Compliance,IT,1,Compliance,1,0,standard,0,NORMAL,LOW,Normal event pattern.,-0.5048527357537606,4,0,0,0,0,0,18.2,18.2,0
2025-06-03 04:19:00,USR00221,rajesh.smith,file_access,GL_System,high,success,192.168.212.80,business_hours,4,3,0,1,364,0,local_workstation,0,Engineering,Finance,1,Engineering,2,0,standard,1,CROSS_DEPT_HIGH_OFFHOURS,CRITICAL,"Event anomaly: CROSS_DEPT_HIGH_OFFHOURS. Action=file_access, Dest=local_workstation, Rows=364, Hour=4",0.4674191373525129,3,0,0,1,0,1,52.6,92.6,1
2025-06-03 06:40:00,USR00166,amara.smith,sql_query,BI_Tool,low,success,192.168.21.0,business_hours,6,3,0,1,55,0,local_workstation,0,Legal,IT,1,Legal,0,0,standard,0,NORMAL,MEDIUM,Normal event pattern.,-1.3658338368604483,5,0,0,0,0,0,44.6,44.6,0
2025-06-03 09:48:00,USR00231,rajesh.pillai,sql_query,HRIS,high,success,192.168.169.115,business_hours,9,3,0,0,200,0,local_workstation,0,Engineering,HR,1,Engineering,2,0,standard,0,NORMAL,LOW,Normal event pattern.,-0.6011092231262963,5,0,0,0,0,0,7.3,7.3,0
2025-06-04 12:02:00,USR00294,kenneth.colombo,file_access,PROD_DB,high,success,192.168.132.159,business_hours,12,4,0,0,244,0,local_workstation,0,Executive,Engineering,1,Executive,2,0,standard,0,NORMAL,LOW,Normal event pattern.,-0.6056331539727617,3,0,0,0,0,0,4.0,4.0,0
2025-06-05 08:59:00,USR00104,jeffrey.ghosh,admin_operation,GL_System,high,failure,192.168.114.178,business_hours,8,5,0,0,320,0,local_workstation,0,Marketing,Finance,1,Marketing,2,0,standard,0,NORMAL,LOW,Normal event pattern.,1.7158806379088,0,0,0,0,0,0,16.0,16.0,0
2025-06-05 17:43:00,USR00078,christopher.menon,api_call,GL_System,high,success,192.168.216.148,business_hours,17,5,0,0,131,0,local_workstation,0,Executive,Finance,1,Executive,2,0,standard,0,NORMAL,LOW,Normal event pattern.,-0.7828442085067886,1,0,0,0,0,0,13.1,13.1,0
2025-06-05 20:54:00,USR00166,amara.smith,export_data,File_Share,low,success,192.168.92.167,business_hours,20,5,0,0,485,0,local_workstation,0,Legal,IT,1,Legal,0,0,standard,0,NORMAL,LOW,Normal event pattern.,1.104443975337208,2,0,0,0,0,0,29.5,29.5,0
2025-06-07 12:18:00,USR00060,vikram.gonzalez,api_call,BI_Tool,low,success,192.168.8.149,business_hours,12,7,1,0,307,0,local_workstation,0,Sales,IT,1,Sales,0,0,standard,0,NORMAL,LOW,Normal event pattern.,-0.40327561113403637,1,0,0,0,0,0,23.9,23.9,0
2025-06-08 04:12:00,USR00004,diya.anderson,export_data,File_Share,low,success,192.168.166.114,business_hours,4,8,1,1,135,0,cloud_storage,1,Marketing,IT,1,Marketing,0,0,standard,0,NORMAL,HIGH,Normal event pattern.,-1.1568523612197217,2,0,0,0,0,0,64.6,64.6,0
2025-06-09 10:45:00,USR00173,christopher.meyer,login,Email_Archive,medium,failure,192.168.27.18,business_hours,10,9,0,0,21,0,local_workstation,0,Compliance,IT,1,Compliance,1,0,standard,0,NORMAL,LOW,Normal event pattern.,-1.5980050522149523,4,0,0,0,0,0,9.4,9.4,0
2025-06-09 23:49:00,USR00105,gary.murphy,login,Data_Lake,medium,success,192.168.249.115,business_hours,23,9,0,1,329,0,local_workstation,0,Security,IT,1,Security,1,0,standard,0,NORMAL,MEDIUM,Normal event pattern.,-0.5002560776581018,4,0,0,0,0,0,36.2,41.2,0
2025-06-10 11:37:00,USR00297,sofia.schmidt,sql_query,Customer_Vault,high,success,192.168.131.167,business_hours,11,10,0,0,200,0,local_workstation,0,Security,Sales,1,Security,2,0,standard,0,NORMAL,LOW,Normal event pattern.,0.23713877930756136,5,0,0,0,0,0,7.4,7.4,0
2025-06-10 15:32:00,USR00241,amitabh.harris,export_data,Data_Lake,medium,success,192.168.198.193,business_hours,15,10,0,0,167,0,local_workstation,0,Compliance,IT,1,Compliance,1,0,standard,0,NORMAL,LOW,Normal event pattern.,-0.7152231303762042,2,0,0,0,0,0,5.9,5.9,0
2025-06-11 07:32:00,USR00281,nikhil.verma,file_access,SIEM,medium,success,192.168.165.169,business_hours,7,11,0,0,274,0,local_workstation,0,Finance,Security,1,Finance,1,0,standard,0,NORMAL,LOW,Normal event pattern.,-0.9149153028828805,3,0,0,0,0,0,7.1,7.1,0
2025-06-12 12:56:00,USR00120,david.sullivan,api_call,Customer_Vault,high,success,192.168.249.113,business_hours,12,12,0,0,388,0,local_workstation,0,Compliance,Sales,1,Compliance,2,0,standard,0,NORMAL,LOW,Normal event pattern.,1.0,1,0,0,0,0,0,7.5,7.5,0
2025-06-12 23:28:00,USR00008,thomas.iyer,login,Email_Archive,medium,success,192.168.155.31,business_hours,23,12,0,1,89,0,local_workstation,0,Sales,IT,1,Sales,1,0,standard,0,NORMAL,MEDIUM,Normal event pattern.,-0.5527919593246317,4,0,0,0,0,0,36.9,41.9,0
2025-06-15 06:24:00,USR00037,ronald.wilson,export_data,SIEM,medium,success,192.168.192.88,business_hours,6,15,1,1,316,0,local_workstation,0,Finance,Security,1,Finance,1,0,standard,0,NORMAL,MEDIUM,Normal event pattern.,0.49056033078147365,2,0,0,0,0,0,36.6,41.6,0
2025-06-15 15:08:00,USR00076,stephen.guo,login,Customer_Vault,high,success,192.168.224.134,business_hours,15,15,1,0,14,0,local_workstation,0,Finance,Sales,1,Finance,2,0,standard,0,NORMAL,MEDIUM,Normal event pattern.,-1.0,4,0,0,0,0,1,36.1,56.1,1
2025-06-16 21:48:00,USR00108,xiulan.romano,api_call,Data_Lake,medium,success,192.168.234.64,business_hours,21,16,0,1,242,0,local_workstation,0,Sales,IT,1,Sales,1,0,standard,0,NORMAL,LOW,Normal event pattern.,-1.0,1,0,0,0,0,0,34.5,39.5,0
2025-06-17 06:53:00,USR00045,stephen.kumar,api_call,HRIS,high,success,192.168.142.174,unusual_hours,6,17,0,1,265,0,local_workstation,0,Security,HR,1,Security,2,0,standard,1,CROSS_DEPT_HIGH_OFFHOURS,CRITICAL,"Event anomaly: CROSS_DEPT_HIGH_OFFHOURS. Action=api_call, Dest=local_workstation, Rows=265, Hour=6",-0.5160713310724239,1,0,0,1,0,1,53.5,93.5,1
2025-06-17 23:05:00,USR00176,nisha.sharma,login,Admin_Console,medium,success,192.168.225.174,business_hours,23,17,0,1,346,0,local_workstation,0,Finance,IT,1,Finance,1,0,standard,0,NORMAL,MEDIUM,Normal event pattern.,-0.5088012433175415,4,0,0,0,0,0,36.3,41.3,0
2025-06-18 12:50:00,USR00002,kenneth.moore,login,HRIS,high,success,192.168.187.195,weekend,12,18,0,0,53,0,local_workstation,0,Sales,HR,1,Sales,2,0,standard,0,NORMAL,LOW,Normal event pattern.,-2.0796074050911524,4,0,0,0,0,0,17.1,17.1,0
2025-06-19 21:23:00,USR00214,ryan.sanchez,login,HRIS,high,success,192.168.252.34,business_hours,21,19,0,1,386,0,local_workstation,0,Engineering,HR,1,Engineering,2,0,standard,0,NORMAL,CRITICAL,Normal event pattern.,-0.5737223066022373,4,0,0,1,0,1,57.9,97.9,1
2025-06-20 00:50:00,USR00176,nisha.sharma,api_call,Data_Lake,medium,success,192.168.247.74,business_hours,0,20,0,1,340,0,local_workstation,0,Finance,IT,1,Finance,1,0,standard,0,NORMAL,LOW,Normal event pattern.,-0.5099194195436224,1,0,0,0,0,0,33.9,38.9,0
2025-06-24 02:04:00,USR00289,rajesh.jang,file_access,PROD_DB,high,success,192.168.18.181,business_hours,2,24,0,1,92,0,local_workstation,0,Support,Engineering,1,Support,2,0,standard,1,CROSS_DEPT_HIGH_OFFHOURS,CRITICAL,"Event anomaly: CROSS_DEPT_HIGH_OFFHOURS. Action=file_access, Dest=local_workstation, Rows=92, Hour=2",-0.5175940332053759,3,0,0,1,0,1,54.3,94.3,1
2025-06-24 16:58:00,USR00106,sanjana.quinn,file_access,Data_Lake,medium,success,192.168.155.178,business_hours,16,24,0,0,367,0,local_workstation,0,Sales,IT,1,Sales,1,0,standard,0,NORMAL,LOW,Normal event pattern.,-0.3151355693539277,3,0,0,0,0,0,7.9,7.9,0
2025-06-26 07:43:00,USR00269,priya.lim,export_data,File_Share,low,success,192.168.132.42,business_hours,7,26,0,0,444,0,local_workstation,0,Marketing,IT,1,Marketing,0,0,standard,0,NORMAL,LOW,Normal event pattern.,1.4053885134865844,2,0,0,0,0,0,20.2,20.2,0
2025-06-26 09:15:00,USR00210,charles.lopez,login,Email_Archive,medium,success,192.168.204.152,business_hours,9,26,0,0,455,0,local_workstation,0,Security,IT,1,Security,1,0,standard,0,NORMAL,LOW,Normal event pattern.,1.0078314223720541,4,0,0,0,0,0,6.7,6.7,0
2025-06-26 12:46:00,USR00088,william.jang,admin_operation,GL_System,high,success,192.168.114.158,business_hours,12,26,0,0,428,0,local_workstation,0,Engineering,Finance,1,Engineering,2,0,standard,0,NORMAL,LOW,Normal event pattern.,1.6775119348898393,0,0,0,0,0,0,14.9,14.9,0
2025-06-26 21:16:00,USR00036,nicholas.harris,sql_query,BI_Tool,low,success,192.168.251.49,business_hours,21,26,0,1,264,0,local_workstation,0,Marketing,IT,1,Marketing,0,0,standard,0,NORMAL,MEDIUM,Normal event pattern.,-0.47839872095995484,5,0,0,0,0,0,43.8,43.8,0
2025-06-29 14:32:00,USR00092,charles.sullivan,sql_query,GL_System,high,success,192.168.48.115,weekend,14,29,1,0,200,0,local_workstation,0,IT,Finance,1,IT,2,0,standard,1,CROSS_DEPT_HIGH_OFFHOURS,MEDIUM,"Event anomaly: CROSS_DEPT_HIGH_OFFHOURS. Action=sql_query, Dest=local_workstation, Rows=200, Hour=14",-0.5547990484586104,5,0,0,0,0,1,34.0,54.0,1
2025-07-01 13:57:00,USR00135,pooja.murphy,login,File_Share,low,success,192.168.20.17,business_hours,13,1,0,0,431,0,local_workstation,0,Sales,IT,1,Sales,0,0,standard,0,NORMAL,LOW,Normal event pattern.,-0.6962250164264202,4,0,0,0,0,0,15.8,15.8,0
2025-07-03 17:38:00,USR00148,mark.hwang,sql_query,PROD_DB,high,success,192.168.127.0,business_hours,17,3,0,0,800,0,local_workstation,0,Engineering,Engineering,0,Engineering,2,0,standard,0,NORMAL,MEDIUM,Normal event pattern.,-0.3615137489840656,5,0,0,0,0,0,43.2,43.2,0
2025-07-04 14:59:00,USR00091,steven.thompson,admin_operation,Email_Archive,medium,success,192.168.4.133,business_hours,14,4,0,0,35,0,local_workstation,0,Support,IT,1,Support,1,0,standard,0,NORMAL,LOW,Normal event pattern.,-0.8229093430989058,0,0,0,0,0,0,12.8,12.8,0
2025-07-04 16:37:00,USR00299,leila.lee,file_access,Customer_Vault,high,success,192.168.194.65,business_hours,16,4,0,0,206,0,local_workstation,0,Finance,Sales,1,Finance,2,0,standard,0,NORMAL,LOW,Normal event pattern.,-1.1081577544601202,3,0,0,0,0,0,12.2,12.2,0
2025-07-05 10:25:00,USR00273,rohan.bianchi,file_access,Customer_Vault,high,success,192.168.126.189,business_hours,10,5,1,0,81,0,local_workstation,0,Support,Sales,1,Support,2,0,standard,1,CROSS_DEPT_HIGH_OFFHOURS,MEDIUM,"Event anomaly: CROSS_DEPT_HIGH_OFFHOURS. Action=file_access, Dest=local_workstation, Rows=81, Hour=10",-0.6022505661515082,3,0,0,0,0,1,21.1,41.1,0
2025-07-06 02:37:00,USR00295,james.sun,login,File_Share,low,success,192.168.199.74,business_hours,2,6,1,1,420,0,local_workstation,0,Security,IT,1,Security,0,0,standard,0,NORMAL,MEDIUM,Normal event pattern.,0.4981992696929003,4,0,0,0,0,0,49.9,49.9,0
2025-07-06 08:32:00,USR00117,richard.kelly,login,SIEM,medium,success,192.168.212.175,business_hours,8,6,1,0,50,0,local_workstation,0,Marketing,Security,1,Marketing,1,0,standard,0,NORMAL,LOW,Normal event pattern.,-1.4012101552811647,4,0,0,0,0,0,21.0,21.0,0
2025-07-06 22:02:00,USR00087,aditya.taylor,login,Customer_Vault,high,success,192.168.1.235,business_hours,22,6,1,1,360,0,local_workstation,0,Marketing,Sales,1,Marketing,2,0,standard,0,NORMAL,CRITICAL,Normal event pattern.,0.6015727224009815,4,0,0,1,0,1,63.5,100.0,1
2025-07-08 04:38:00,USR00267,jeffrey.ramirez,api_call,Admin_Console,medium,success,192.168.79.123,business_hours,4,8,0,1,388,0,local_workstation,0,Operations,IT,1,Operations,1,0,standard,0,NORMAL,MEDIUM,Normal event pattern.,-1.4014411871722818,1,0,0,0,0,0,36.0,41.0,0
2025-07-08 08:22:00,USR00249,james.muller,login,Email_Archive,medium,success,192.168.202.116,unusual_hours,8,8,0,0,2,0,local_workstation,0,Compliance,IT,1,Compliance,1,0,standard,0,NORMAL,LOW,Normal event pattern.,-1.4032845020062932,4,0,0,0,0,0,12.3,12.3,0
2025-07-08 14:52:00,USR00047,george.clark,export_data,Data_Lake,medium,success,192.168.153.119,business_hours,14,8,0,0,390,0,local_workstation,0,Engineering,IT,1,Engineering,1,0,standard,0,NORMAL,LOW,Normal event pattern.,0.6823981847786962,2,0,0,0,0,0,6.8,6.8,0
2025-07-09 22:35:00,USR00083,ryan.thomas,export_data,PROD_DB,high,success,192.168.142.101,business_hours,22,9,0,1,25000,1,cloud_storage,1,Marketing,Engineering,1,Marketing,2,1,standard,1,CROSS_DEPT_HIGH_OFFHOURS|BULK_HIGH_SENSITIVITY|RESTRICTED_TO_EXTERNAL|AFTER_HOURS_SENSITIVE_ACTION,HIGH,"Event anomaly: RESTRICTED_TO_EXTERNAL. Action=export_data, Dest=cloud_storage, Rows=25000, Hour=22",0.8905372266786179,2,1,1,1,0,1,94.0,100.0,1
2025-07-11 22:49:00,USR00261,nikhil.thomas,export_data,File_Share,low,success,192.168.226.12,business_hours,22,11,0,1,54,0,external_email,1,Marketing,IT,1,Marketing,0,0,standard,0,NORMAL,HIGH,Normal event pattern.,-0.8937729346909742,2,0,0,0,0,0,61.5,61.5,0
2025-07-12 22:39:00,USR00266,robert.thomas,admin_operation,HRIS,high,success,192.168.163.82,business_hours,22,12,1,1,106,0,local_workstation,0,Operations,HR,1,Operations,2,0,standard,1,CROSS_DEPT_HIGH_OFFHOURS|AFTER_HOURS_SENSITIVE_ACTION,CRITICAL,"Event anomaly: AFTER_HOURS_SENSITIVE_ACTION. Action=admin_operation, Dest=local_workstation, Rows=106, Hour=22",-1.0,0,0,0,1,0,1,67.1,100.0,1
2025-07-13 02:18:00,USR00181,george.smith,api_call,HRIS,high,success,192.168.176.19,business_hours,2,13,1,1,260,0,local_workstation,0,Marketing,HR,1,Marketing,2,0,standard,1,CROSS_DEPT_HIGH_OFFHOURS,CRITICAL,"Event anomaly: CROSS_DEPT_HIGH_OFFHOURS. Action=api_call, Dest=local_workstation, Rows=260, Hour=2",0.4438991944502779,1,0,0,1,0,1,60.0,100.0,1
2025-07-14 19:41:00,USR00221,rajesh.smith,api_call,SIEM,medium,success,192.168.127.18,business_hours,19,14,0,0,310,0,local_workstation,0,Engineering,Security,1,Engineering,1,0,standard,0,NORMAL,LOW,Normal event pattern.,-0.10998097349470881,1,0,0,0,0,0,16.3,16.3,0
