timestamp,user_id,username,action,resource,resource_sensitivity,status,source_ip,time_classification,hour_of_day,day_of_month,is_weekend,is_after_hours,rowcount,is_bulk,destination,is_external_dest,user_dept,resource_dept,is_cross_dept,department,sensitivity_encoded,is_restricted_to_external,access_method,is_anomaly,anomaly_type,severity,explanation,rowcount_zscore,action_encoded,bulk_and_external,sensitive_external,afterhours_sensitive,weekend_sensitive_ext,crossdept_offhours_sens,if_score,risk_score,predicted_anomaly
2025-09-08 22:44:00,USR00207,joseph.young,admin_operation,Customer_Vault,high,success,192.168.119.102,business_hours,22,8,0,1,135,0,local_workstation,0,IT,Sales,1,IT,2,0,standard,1,CROSS_DEPT_HIGH_OFFHOURS|AFTER_HOURS_SENSITIVE_ACTION,CRITICAL,"Event anomaly: AFTER_HOURS_SENSITIVE_ACTION. Action=admin_operation, Dest=local_workstation, Rows=135, Hour=22",-1.2454338202064188,0,0,0,1,0,1,64.5,100.0,1
2026-04-18 10:54:05,USR00213,riya.colombo,export_data,PROD_DB,high,success,192.168.25.74,business_hours,10,18,1,0,100000,1,local_workstation,0,Sales,Engineering,1,Sales,2,0,standard,1,CROSS_DEPT_HIGH_OFFHOURS|BULK_HIGH_SENSITIVITY,CRITICAL,"Event anomaly: BULK_HIGH_SENSITIVITY. Action=export_data, Dest=local_workstation, Rows=100000, Hour=10",1.4142134286671582,2,0,0,0,0,1,69.8,100.0,1
2026-04-05 10:54:05,USR00289,rajesh.jang,export_data,GL_System,high,success,192.168.183.183,business_hours,10,5,1,0,15000,1,local_workstation,0,Support,Finance,1,Support,2,0,standard,1,CROSS_DEPT_HIGH_OFFHOURS|BULK_HIGH_SENSITIVITY,CRITICAL,"Event anomaly: BULK_HIGH_SENSITIVITY. Action=export_data, Dest=local_workstation, Rows=15000, Hour=10",1.9997920580858104,2,0,0,0,0,1,60.2,100.0,1
2026-03-28 10:54:05,USR00284,william.patel,sql_query,PROD_DB,high,failure,192.168.124.72,weekend,10,28,1,0,11000,1,local_workstation,0,Compliance,Engineering,1,Compliance,2,0,standard,1,CROSS_DEPT_HIGH_OFFHOURS|BULK_HIGH_SENSITIVITY,CRITICAL,"Event anomaly: BULK_HIGH_SENSITIVITY. Action=sql_query, Dest=local_workstation, Rows=11000, Hour=10",2.235270502357275,5,0,0,0,0,1,62.7,100.0,1
2026-02-28 10:54:05,USR00105,gary.murphy,export_data,Customer_Vault,high,failure,192.168.113.148,business_hours,10,28,1,0,100000,1,local_workstation,0,Security,Sales,1,Security,2,0,standard,1,CROSS_DEPT_HIGH_OFFHOURS|BULK_HIGH_SENSITIVITY,CRITICAL,"Event anomaly: BULK_HIGH_SENSITIVITY. Action=export_data, Dest=local_workstation, Rows=100000, Hour=10",1.9999958236306428,2,0,0,0,0,1,70.8,100.0,1
2026-03-01 10:54:05,USR00046,deepika.li,export_data,Customer_Vault,high,success,192.168.224.226,night,10,1,1,0,100000,1,usb_drive,1,Support,Sales,1,Support,2,1,standard,1,RESTRICTED_TO_EXTERNAL|BULK_TO_EXTERNAL_DEVICE|CROSS_DEPT_HIGH_OFFHOURS|WEEKEND_EXPORT_EXTERNAL|BULK_HIGH_SENSITIVITY,CRITICAL,"Event anomaly: BULK_TO_EXTERNAL_DEVICE. Action=export_data, Dest=usb_drive, Rows=100000, Hour=10",1.7320458718483538,2,1,1,0,1,1,98.7,100.0,1
2026-02-14 10:54:05,USR00141,richard.yang,export_data,PROD_DB,high,success,192.168.9.175,business_hours,10,14,1,0,15000,1,local_workstation,0,HR,Engineering,1,HR,2,0,standard,1,CROSS_DEPT_HIGH_OFFHOURS|BULK_HIGH_SENSITIVITY,CRITICAL,"Event anomaly: BULK_HIGH_SENSITIVITY. Action=export_data, Dest=local_workstation, Rows=15000, Hour=10",1.9668148530142515,2,0,0,0,0,1,60.2,100.0,1
2026-02-15 10:54:05,USR00121,joseph.perez,export_data,Customer_Vault,high,success,192.168.83.232,business_hours,10,15,1,0,25000,1,local_workstation,0,Security,Sales,1,Security,2,0,standard,1,CROSS_DEPT_HIGH_OFFHOURS|BULK_HIGH_SENSITIVITY,CRITICAL,"Event anomaly: BULK_HIGH_SENSITIVITY. Action=export_data, Dest=local_workstation, Rows=25000, Hour=10",1.4141638331983444,2,0,0,0,0,1,61.0,100.0,1
2025-12-25 21:59:00,USR00148,mark.hwang,export_data,Customer_Vault,high,success,192.168.176.14,business_hours,21,25,0,1,15000,1,cloud_storage,1,Engineering,Sales,1,Engineering,2,1,standard,1,CROSS_DEPT_HIGH_OFFHOURS|BULK_HIGH_SENSITIVITY|RESTRICTED_TO_EXTERNAL|AFTER_HOURS_SENSITIVE_ACTION,HIGH,"Event anomaly: RESTRICTED_TO_EXTERNAL. Action=export_data, Dest=cloud_storage, Rows=15000, Hour=21",2.234000821964142,2,1,1,1,0,1,93.3,100.0,1
2025-12-28 15:11:00,USR00015,sophia.white,export_data,Customer_Vault,high,success,192.168.220.8,unusual_hours,15,28,1,0,100000,1,usb_drive,1,Security,Sales,1,Security,2,1,standard,1,RESTRICTED_TO_EXTERNAL|BULK_TO_EXTERNAL_DEVICE|CROSS_DEPT_HIGH_OFFHOURS|WEEKEND_EXPORT_EXTERNAL|BULK_HIGH_SENSITIVITY,CRITICAL,"Event anomaly: BULK_TO_EXTERNAL_DEVICE. Action=export_data, Dest=usb_drive, Rows=100000, Hour=15",1.4142122492487736,2,1,1,0,1,1,100.0,100.0,1
2025-12-19 00:29:00,USR00083,ryan.thomas,export_data,GL_System,high,success,192.168.88.132,business_hours,0,19,0,1,50000,1,cloud_storage,1,Marketing,Finance,1,Marketing,2,1,standard,1,EARLY_HOURS_SENSITIVE|RESTRICTED_TO_EXTERNAL|CROSS_DEPT_HIGH_OFFHOURS|AFTER_HOURS_SENSITIVE_ACTION|BULK_HIGH_SENSITIVITY,HIGH,"Event anomaly: RESTRICTED_TO_EXTERNAL. Action=export_data, Dest=cloud_storage, Rows=50000, Hour=0",2.3385652375381594,2,1,1,1,0,1,95.3,100.0,1
2025-11-22 23:22:00,USR00036,nicholas.harris,sql_query,PROD_DB,high,failure,192.168.46.68,business_hours,23,22,1,1,800,0,local_workstation,0,Marketing,Engineering,1,Marketing,2,0,standard,1,CROSS_DEPT_HIGH_OFFHOURS,CRITICAL,"Event anomaly: CROSS_DEPT_HIGH_OFFHOURS. Action=sql_query, Dest=local_workstation, Rows=800, Hour=23",-0.271723687160861,5,0,0,1,0,1,67.8,100.0,1
2026-03-15 10:54:05,USR00135,pooja.murphy,export_data,Customer_Vault,high,success,192.168.120.252,business_hours,10,15,1,0,8500,0,usb_drive,1,Sales,Sales,0,Sales,2,1,standard,1,WEEKEND_EXPORT_EXTERNAL,CRITICAL,"Event anomaly: WEEKEND_EXPORT_EXTERNAL. Action=export_data, Dest=usb_drive, Rows=8500, Hour=10",1.4141580254762036,2,0,1,0,1,0,85.1,100.0,1
2026-03-08 10:54:05,USR00190,donald.hoffmann,export_data,HRIS,high,success,192.168.111.27,business_hours,10,8,1,0,100000,1,cloud_storage,1,Executive,HR,1,Executive,2,1,standard,1,CROSS_DEPT_HIGH_OFFHOURS|WEEKEND_EXPORT_EXTERNAL|BULK_HIGH_SENSITIVITY|RESTRICTED_TO_EXTERNAL,HIGH,"Event anomaly: RESTRICTED_TO_EXTERNAL. Action=export_data, Dest=cloud_storage, Rows=100000, Hour=10",1.7320445661275463,2,1,1,0,1,1,98.7,100.0,1
2026-03-01 10:54:05,USR00053,timothy.jo,export_data,HRIS,high,success,192.168.243.160,business_hours,10,1,1,0,12000,1,usb_drive,1,Engineering,HR,1,Engineering,2,1,standard,1,RESTRICTED_TO_EXTERNAL|BULK_TO_EXTERNAL_DEVICE|CROSS_DEPT_HIGH_OFFHOURS|WEEKEND_EXPORT_EXTERNAL|BULK_HIGH_SENSITIVITY,CRITICAL,"Event anomaly: BULK_TO_EXTERNAL_DEVICE. Action=export_data, Dest=usb_drive, Rows=12000, Hour=10",1.7314560371314505,2,1,1,0,1,1,95.3,100.0,1
2025-11-11 05:55:00,USR00062,nisha.jones,admin_operation,Customer_Vault,high,success,192.168.241.183,business_hours,5,11,0,1,45,0,local_workstation,0,Marketing,Sales,1,Marketing,2,0,standard,1,CROSS_DEPT_HIGH_OFFHOURS|AFTER_HOURS_SENSITIVE_ACTION,CRITICAL,"Event anomaly: AFTER_HOURS_SENSITIVE_ACTION. Action=admin_operation, Dest=local_workstation, Rows=45, Hour=5",-1.2375831891966012,0,0,0,1,0,1,59.8,99.8,1
2025-08-30 06:07:00,USR00222,jason.rizzo,api_call,HRIS,high,success,192.168.22.55,night,6,30,1,1,419,0,local_workstation,0,IT,HR,1,IT,2,0,standard,1,CROSS_DEPT_HIGH_OFFHOURS,CRITICAL,"Event anomaly: CROSS_DEPT_HIGH_OFFHOURS. Action=api_call, Dest=local_workstation, Rows=419, Hour=6",0.5004883824121586,1,0,0,1,0,1,59.5,99.5,1
2025-09-17 13:47:00,USR00197,kevin.white,sql_query,PROD_DB,high,success,192.168.93.142,business_hours,13,17,0,0,11000,1,local_workstation,0,HR,Engineering,1,HR,2,0,standard,1,BULK_HIGH_SENSITIVITY,CRITICAL,"Event anomaly: BULK_HIGH_SENSITIVITY. Action=sql_query, Dest=local_workstation, Rows=11000, Hour=13",1.9998644978061944,5,0,0,0,0,0,59.3,99.3,1
2025-12-12 21:49:00,USR00036,nicholas.harris,login,HRIS,high,success,192.168.236.197,business_hours,21,12,0,1,137,0,local_workstation,0,Marketing,HR,1,Marketing,2,0,standard,0,NORMAL,CRITICAL,Normal event pattern.,-0.5273683651623521,4,0,0,1,0,1,58.7,98.7,1
2025-05-15 01:23:00,USR00270,robert.ramirez,login,PROD_DB,high,success,192.168.99.209,business_hours,1,15,0,1,49,0,local_workstation,0,Marketing,Engineering,1,Marketing,2,0,standard,0,NORMAL,CRITICAL,Normal event pattern.,-0.9523908023436133,4,0,0,1,0,1,58.5,98.5,1
2025-08-26 03:56:00,USR00277,nicholas.schulz,admin_operation,GL_System,high,success,192.168.23.33,unusual_hours,3,26,0,1,139,0,local_workstation,0,Compliance,Finance,1,Compliance,2,0,standard,1,CROSS_DEPT_HIGH_OFFHOURS|AFTER_HOURS_SENSITIVE_ACTION,CRITICAL,"Event anomaly: AFTER_HOURS_SENSITIVE_ACTION. Action=admin_operation, Dest=local_workstation, Rows=139, Hour=3",1.0,0,0,0,1,0,1,58.4,98.4,1
2025-07-24 01:04:00,USR00249,james.muller,admin_operation,PROD_DB,high,success,192.168.196.122,business_hours,1,24,0,1,351,0,local_workstation,0,Compliance,Engineering,1,Compliance,2,0,standard,1,CROSS_DEPT_HIGH_OFFHOURS|AFTER_HOURS_SENSITIVE_ACTION,CRITICAL,"Event anomaly: AFTER_HOURS_SENSITIVE_ACTION. Action=admin_operation, Dest=local_workstation, Rows=351, Hour=1",0.8536108491466853,0,0,0,1,0,1,58.2,98.2,1
2025-06-19 21:23:00,USR00214,ryan.sanchez,login,HRIS,high,success,192.168.252.34,business_hours,21,19,0,1,386,0,local_workstation,0,Engineering,HR,1,Engineering,2,0,standard,0,NORMAL,CRITICAL,Normal event pattern.,-0.5737223066022373,4,0,0,1,0,1,57.9,97.9,1
2025-12-10 02:23:00,USR00006,kevin.ramirez,admin_operation,GL_System,high,success,192.168.95.225,business_hours,2,10,0,1,233,0,local_workstation,0,Legal,Finance,1,Legal,2,0,standard,1,CROSS_DEPT_HIGH_OFFHOURS|AFTER_HOURS_SENSITIVE_ACTION,CRITICAL,"Event anomaly: AFTER_HOURS_SENSITIVE_ACTION. Action=admin_operation, Dest=local_workstation, Rows=233, Hour=2",0.21769838707184572,0,0,0,1,0,1,56.1,96.1,1
2025-08-12 03:42:00,USR00142,harsh.bernard,api_call,Customer_Vault,high,success,192.168.136.74,business_hours,3,12,0,1,380,0,local_workstation,0,IT,Sales,1,IT,2,0,standard,1,CROSS_DEPT_HIGH_OFFHOURS,CRITICAL,"Event anomaly: CROSS_DEPT_HIGH_OFFHOURS. Action=api_call, Dest=local_workstation, Rows=380, Hour=3",1.358833671783739,1,0,0,1,0,1,55.5,95.5,1
2025-05-07 06:00:00,USR00010,jacob.patel,login,HRIS,high,success,192.168.42.176,business_hours,6,7,0,1,277,0,local_workstation,0,Marketing,HR,1,Marketing,2,0,standard,0,NORMAL,CRITICAL,Normal event pattern.,0.26611152124270077,4,0,0,1,0,1,55.2,95.2,1
2025-12-31 01:37:00,USR00237,ryan.davis,file_access,HRIS,high,success,192.168.234.172,weekend,1,31,0,1,113,0,local_workstation,0,Support,HR,1,Support,2,0,standard,1,CROSS_DEPT_HIGH_OFFHOURS,CRITICAL,"Event anomaly: CROSS_DEPT_HIGH_OFFHOURS. Action=file_access, Dest=local_workstation, Rows=113, Hour=1",-0.6061320976753186,3,0,0,1,0,1,54.9,94.9,1
2026-02-25 10:54:05,USR00298,joseph.miller,sql_query,Customer_Vault,high,success,192.168.102.46,business_hours,10,25,0,0,11000,1,local_workstation,0,Compliance,Sales,1,Compliance,2,0,standard,1,BULK_HIGH_SENSITIVITY,CRITICAL,"Event anomaly: BULK_HIGH_SENSITIVITY. Action=sql_query, Dest=local_workstation, Rows=11000, Hour=10",1.7317544074390725,5,0,0,0,0,0,54.6,94.6,1
2026-04-14 10:54:05,USR00273,rohan.bianchi,sql_query,PROD_DB,high,success,192.168.176.230,business_hours,10,14,0,0,11000,1,local_workstation,0,Support,Engineering,1,Support,2,0,standard,1,BULK_HIGH_SENSITIVITY,CRITICAL,"Event anomaly: BULK_HIGH_SENSITIVITY. Action=sql_query, Dest=local_workstation, Rows=11000, Hour=10",1.7313100909841619,5,0,0,0,0,0,54.6,94.6,1
2026-01-28 10:54:05,USR00237,ryan.davis,sql_query,GL_System,high,success,192.168.252.81,business_hours,10,28,0,0,11000,1,local_workstation,0,Support,Finance,1,Support,2,0,standard,1,BULK_HIGH_SENSITIVITY,CRITICAL,"Event anomaly: BULK_HIGH_SENSITIVITY. Action=sql_query, Dest=local_workstation, Rows=11000, Hour=10",1.7316449450635685,5,0,0,0,0,0,54.5,94.5,1
2025-06-24 02:04:00,USR00289,rajesh.jang,file_access,PROD_DB,high,success,192.168.18.181,business_hours,2,24,0,1,92,0,local_workstation,0,Support,Engineering,1,Support,2,0,standard,1,CROSS_DEPT_HIGH_OFFHOURS,CRITICAL,"Event anomaly: CROSS_DEPT_HIGH_OFFHOURS. Action=file_access, Dest=local_workstation, Rows=92, Hour=2",-0.5175940332053759,3,0,0,1,0,1,54.3,94.3,1
2026-02-06 10:54:05,USR00091,steven.thompson,sql_query,Customer_Vault,high,success,192.168.33.78,unusual_hours,10,6,0,0,11000,1,local_workstation,0,Support,Sales,1,Support,2,0,standard,1,BULK_HIGH_SENSITIVITY,CRITICAL,"Event anomaly: BULK_HIGH_SENSITIVITY. Action=sql_query, Dest=local_workstation, Rows=11000, Hour=10",0.4015163327305907,5,0,0,0,0,0,54.1,94.1,1
2026-03-02 10:54:05,USR00261,nikhil.thomas,sql_query,PROD_DB,high,success,192.168.160.251,weekend,10,2,0,0,11000,1,local_workstation,0,Marketing,Engineering,1,Marketing,2,0,standard,1,BULK_HIGH_SENSITIVITY,CRITICAL,"Event anomaly: BULK_HIGH_SENSITIVITY. Action=sql_query, Dest=local_workstation, Rows=11000, Hour=10",0.1839136199606455,5,0,0,0,0,0,54.1,94.1,1
2025-05-09 01:36:00,USR00087,aditya.taylor,api_call,HRIS,high,success,192.168.53.68,business_hours,1,9,0,1,314,0,local_workstation,0,Marketing,HR,1,Marketing,2,0,standard,1,CROSS_DEPT_HIGH_OFFHOURS,CRITICAL,"Event anomaly: CROSS_DEPT_HIGH_OFFHOURS. Action=api_call, Dest=local_workstation, Rows=314, Hour=1",0.21656618006435333,1,0,0,1,0,1,53.9,93.9,1
2025-04-30 02:52:00,USR00210,charles.lopez,file_access,GL_System,high,success,192.168.108.223,business_hours,2,30,0,1,414,0,local_workstation,0,Security,Finance,1,Security,2,0,standard,1,CROSS_DEPT_HIGH_OFFHOURS,CRITICAL,"Event anomaly: CROSS_DEPT_HIGH_OFFHOURS. Action=file_access, Dest=local_workstation, Rows=414, Hour=2",0.7664229219791375,3,0,0,1,0,1,53.8,93.8,1
2025-08-22 05:49:00,USR00259,anthony.verma,login,PROD_DB,high,success,192.168.81.209,unusual_hours,5,22,0,1,344,0,local_workstation,0,Marketing,Engineering,1,Marketing,2,0,standard,0,NORMAL,CRITICAL,Normal event pattern.,-0.34184807116688587,4,0,0,1,0,1,53.5,93.5,1
2025-06-17 06:53:00,USR00045,stephen.kumar,api_call,HRIS,high,success,192.168.142.174,unusual_hours,6,17,0,1,265,0,local_workstation,0,Security,HR,1,Security,2,0,standard,1,CROSS_DEPT_HIGH_OFFHOURS,CRITICAL,"Event anomaly: CROSS_DEPT_HIGH_OFFHOURS. Action=api_call, Dest=local_workstation, Rows=265, Hour=6",-0.5160713310724239,1,0,0,1,0,1,53.5,93.5,1
2025-10-09 04:34:00,USR00294,kenneth.colombo,api_call,PROD_DB,high,success,192.168.47.117,business_hours,4,9,0,1,380,0,local_workstation,0,Executive,Engineering,1,Executive,2,0,standard,1,CROSS_DEPT_HIGH_OFFHOURS,CRITICAL,"Event anomaly: CROSS_DEPT_HIGH_OFFHOURS. Action=api_call, Dest=local_workstation, Rows=380, Hour=4",-0.5760794729751674,1,0,0,1,0,1,53.0,93.0,1
2025-12-16 03:02:00,USR00223,nadia.quinn,file_access,HRIS,high,success,192.168.106.122,unusual_hours,3,16,0,1,152,0,local_workstation,0,Marketing,HR,1,Marketing,2,0,standard,1,CROSS_DEPT_HIGH_OFFHOURS,CRITICAL,"Event anomaly: CROSS_DEPT_HIGH_OFFHOURS. Action=file_access, Dest=local_workstation, Rows=152, Hour=3",-0.5572511462317704,3,0,0,1,0,1,52.8,92.8,1
2025-06-03 04:19:00,USR00221,rajesh.smith,file_access,GL_System,high,success,192.168.212.80,business_hours,4,3,0,1,364,0,local_workstation,0,Engineering,Finance,1,Engineering,2,0,standard,1,CROSS_DEPT_HIGH_OFFHOURS,CRITICAL,"Event anomaly: CROSS_DEPT_HIGH_OFFHOURS. Action=file_access, Dest=local_workstation, Rows=364, Hour=4",0.4674191373525129,3,0,0,1,0,1,52.6,92.6,1
